Hash,Paths,NS,ND,NF,Entropy,FIX
3f1a0a8168493175b6c44e18edc25bd655f8c8b2,"[Bugzilla/DB/Schema.pm, Bugzilla/Install/DB.pm, Bugzilla/Milestone.pm, Bugzilla/Product.pm, editmilestones.cgi, editproducts.cgi, importxml.pl]",2,4,7,1.6899825364657262,1,0
821248dd28977e46b2ded8296dbf7cf3931c0fc6,"[template/en/default/search/form.html.tmpl, template/en/default/search/search-specific.html.tmpl]",1,1,2,1.0,1,0
5f4ade1f01bfca77c9db8d56dd8cc5b2b4062d7a,[template/en/default/flag/list.html.tmpl],1,1,1,0.0,1,0
5259ce2d29bdbe6832aca4ea8b4e08a6678af924,[template/en/default/attachment/show-multiple.html.tmpl],1,1,1,0.0,1,0
8850b0dc8bf5488cb9736bc4b7909b31d447081d,"[Bugzilla/Field.pm, Bugzilla/Search.pm]",1,1,2,0.39124356362925566,1,0
99cbf8f5ff129558390942a759e9d872c24012c9,[sanitycheck.cgi],1,1,1,0.0,1,0
00b5a1191a9770ed76a915ca0c0ae1838d8c9848,[userprefs.cgi],1,1,1,0.0,1,0
c5bdf17469ce8b74cda066dfe35e3704f3833e31,[template/en/default/admin/custom_fields/create.html.tmpl],1,1,1,0.0,1,0
504a510dd201c41b7c23c6ba65c756085d37ce4b,[Bugzilla/Flag.pm],1,1,1,0.0,1,0
9b8c318ce2a10289711ec120e6149442aa4e6541,[sanitycheck.cgi],1,1,1,0.0,1,0
87262c454c6d67b55cbb59598ddc05e82da98940,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
ad56a182550a8b58e45c3f7a47ab62f9d3ed4ec2,[template/en/default/bug/show-multiple.html.tmpl],1,1,1,0.0,1,0
1a40b1fe9dcc8de81dc8a47cec64368efaea22a1,[Bugzilla/User.pm],1,1,1,0.0,1,0
fc185f7306838b9bdfd9963e1b0d6eb4f1b6b15b,[Bugzilla/Component.pm],1,1,1,0.0,1,0
a2b9b07692d520227df828348a79241b87c7c2cf,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
ea564b10347c52a5dfa0422307dcc8049c494436,[template/en/default/bug/edit.html.tmpl],1,1,1,0.0,1,0
f349f2bd347c7836d622a9afe51663fda50c21d5,[contrib/recode.pl],1,1,1,0.0,1,0
618959cbc2196f6b2156c40cddf63bf550eb78d8,"[sanitycheck.cgi, template/en/default/global/site-navigation.html.tmpl, template/en/default/global/useful-links.html.tmpl, template/en/default/sidebar.xul.tmpl]",2,3,4,0.16197398855891423,1,0
873c5b69e8fc21ae84898fdccd8bb91a35184fb2,[template/en/default/admin/custom_fields/create.html.tmpl],1,1,1,0.0,1,0
dfbb7c24797d92c8ba616b400100cf293ce4797f,"[template/en/default/bug/edit.html.tmpl, template/en/default/filterexceptions.pl]",1,2,2,0.8112781244591328,1,0
2458ce8d325c692254fbd5d45f610e9c37f685b2,[template/en/default/bug/create/create.html.tmpl],1,1,1,0.0,1,0
e3aed7515a6e413a9c9152493a2c98af7b94c671,[template/en/default/attachment/list.html.tmpl],1,1,1,0.0,1,0
19c00b64bb3d3e8bcd312d6321b79ee8b57c2b0d,"[sanitycheck.cgi, template/en/default/global/site-navigation.html.tmpl, template/en/default/global/useful-links.html.tmpl, template/en/default/sidebar.xul.tmpl]",2,3,4,0.16984884307483636,1,0
ebeb2f54a4318173d6acbd589b00cf35422a445d,[template/en/default/bug/knob.html.tmpl],1,1,1,0.0,1,0
32b134b652d94d89ffca1b84f812c7b51555459e,[template/en/default/bug/edit.html.tmpl],1,1,1,0.0,1,0
466c52b665db8840baab7c8ca2fc323cc0e2431c,[template/en/default/bug/create/create.html.tmpl],1,1,1,0.0,1,0
f2475705f29997ae1575288ee8ef116c6ecca4ac,[template/en/default/global/per-bug-queries.html.tmpl],1,1,1,0.0,1,0
f9f63fd6d55a88c4386dbcf732174b5ac2facec9,"[template/en/default/filterexceptions.pl, template/en/default/global/common-links.html.tmpl]",1,2,2,0.9910760598382222,1,0
539b1a87e41b0e6833419c896cbcc4cbf039463e,"[template/en/default/bug/edit.html.tmpl, template/en/default/bug/knob.html.tmpl]",1,1,2,0.9182958340544894,1,0
8ebdf69df1fbdb26a6667f9ffdbe982c13b76ae7,[template/en/default/bug/edit.html.tmpl],1,1,1,0.0,1,0
88bee1a22ccbd05f3814266239aff23da1e3ae9d,"[show_bug.cgi, template/en/default/filterexceptions.pl, template/en/default/global/per-bug-queries.html.tmpl]",2,3,3,1.570950594454669,1,0
27c4d18f69e135ff72f2b93b4fb2a06853c78545,[template/en/default/bug/dependency-tree.html.tmpl],1,1,1,0.0,1,0
d8d2ca30e3780b4693ba42a0315e3f00f1884ebc,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
fe6a41866c28c367385ab6a16c75198a8fbea4cc,[template/en/default/bug/create/create.html.tmpl],1,1,1,0.0,1,0
2c98905ff079153fb7491474111158261e1301f9,"[template/en/default/bug/create/create.html.tmpl, template/en/default/filterexceptions.pl]",1,2,2,0.5665095065529053,1,0
442ce6efd3c8b9072726531740ee8877784b071f,[describecomponents.cgi],1,1,1,0.0,1,0
84e36a3d1fea362f08865dd9be817ae16d1da382,[template/en/default/global/common-links.html.tmpl],1,1,1,0.0,1,0
b49050f9ce6849fe6b86386d89530df67b17d8c9,[template/en/default/admin/groups/edit.html.tmpl],1,1,1,0.0,1,0
3cd13acb1c9f6c34ffd025151d04ec3a58f3536c,[template/en/default/search/form.html.tmpl],1,1,1,0.0,1,0
5bc2bc891aed93c67acc48710fd662d35bbb696b,[template/en/default/list/list.html.tmpl],1,1,1,0.0,0,0
bf4abe214cd33bb1c7733b5c3ae009ab4fb41a92,[template/en/default/account/prefs/email.html.tmpl],1,1,1,0.0,1,0
89134172d86fd56d6c42d3ad0889b75a127af0a3,[template/en/default/global/messages.html.tmpl],1,1,1,0.0,1,0
7205db47e4fb792e7478b4587f8e86b7471a99bf,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
65cfd8b5587109693762e9d2cd6e7e651eb79fdd,[Bugzilla/Search.pm],1,1,1,0.0,1,0
e63f35f44d764fcd5a845f77d6f5e17a412a99a7,[template/en/default/pages/voting.html.tmpl],1,1,1,0.0,1,0
e00f439af4402752c26d031170ba93bac25f5514,[Bugzilla/Install.pm],1,1,1,0.0,1,0
e17a0edb7aea89b20bff86173f31d6d5f38cf2b3,"[skins/standard/global.css, template/en/default/account/prefs/prefs.html.tmpl]",2,2,2,0.41381685030363374,1,0
f07114378b39c6424d0c01f366ab8bd2839b927c,"[template/en/default/admin/components/create.html.tmpl, template/en/default/admin/components/edit.html.tmpl]",1,1,2,1.0,1,0
520b20333ccc67dd1d5e76c384a0c36941337008,"[docs/xml/using.xml, template/en/default/whine/schedule.html.tmpl]",2,2,2,0.8366407419411672,1,0
6e35c5e3229a6b3f0e3a2be899925cd84d1a69ab,[template/en/default/admin/products/footer.html.tmpl],1,1,1,0.0,1,0
658b8746fe0c7e93630d993aa27fec8ca9c3fe4b,[Bugzilla/Flag.pm],1,1,1,0.0,1,0
43b17e5fc7f29f6d4f952ba6fc83902a497a6fc8,[buglist.cgi],1,1,1,0.0,1,0
ca2a1d486ebcddd2307ee2c2a9a97295e093eed3,[template/en/default/email/newchangedmail.txt.tmpl],1,1,1,0.0,1,0
56a98b2af24af47f667dd290b2be102755fd634f,[buglist.cgi],1,1,1,0.0,1,0
840eaae09a5f1118e290db7c6a38441eabb953dc,"[query.cgi, template/en/default/search/knob.html.tmpl]",2,2,2,0.6152538910563408,1,0
ca6e0483ffbeb08576e62c8e890e1d80cbb804d3,[query.cgi],1,1,1,0.0,1,0
26ebcdcbc766ccbe125fdfb6a5e57399566da191,[Bugzilla/Flag.pm],1,1,1,0.0,1,0
373f33fabc6d495d197fcf0a997b716d61f1e16d,"[template/en/default/account/prefs/prefs.html.tmpl, userprefs.cgi]",2,2,2,0.8112781244591328,1,0
c712d457006fbf7c29bd621549db7a732131ecb8,"[Bugzilla/Bug.pm, post_bug.cgi]",2,2,2,0.9819407868640976,1,0
10682bcf15f802db6da5d39e8cc9e9f15be89a27,[template/en/default/search/boolean-charts.html.tmpl],1,1,1,0.0,1,0
0ee02c0279517257feecad7ae787b9c49d8710da,[contrib/recode.pl],1,1,1,0.0,1,0
21ccfc92309524062daad9ca7ac69d9dfa0e25b2,"[Bugzilla/Template.pm, template/en/default/attachment/list.html.tmpl]",2,2,2,0.9182958340544894,1,0
f5ae0e94f396d63d13604abd98ccae325486f6b8,[template/en/default/admin/params/patchviewer.html.tmpl],1,1,1,0.0,1,0
80617c837c0e843d455cc5dfe6d3925937bea7f6,[Bugzilla/Attachment/PatchReader.pm],1,1,1,0.0,1,0
124a980a03ec47266f2a5642a333870e55284430,[contrib/bzdbcopy.pl],1,1,1,0.0,1,0
0dcc871241d7e7103bbc6306ebef72bc00eb5f7c,[template/en/default/bug/create/create-guided.html.tmpl],1,1,1,0.0,1,0
5e359ecf55112103707ae59c1fee4d0ca3962ebf,[email_in.pl],1,1,1,0.0,1,0
f831ad08bc165c3b6ca609c1798bab7285bdbbd7,[email_in.pl],1,1,1,0.0,1,0
a88fc0757d5bd8e70cad0572ab4d29a8817beb84,"[Bugzilla/Flag.pm, editflagtypes.cgi]",2,2,2,0.8112781244591328,1,0
b553417d4f0c6badbabb452024536b493ebb987e,"[buglist.cgi, template/en/default/global/user-error.html.tmpl]",2,2,2,0.876716288999464,1,0
c7ff21097b1a8307a1613c6b695ae700f2bda6a0,[Bugzilla/Attachment.pm],1,1,1,0.0,1,0
685d0e4e57f0bf6bef927fe3a1abb01331ca69f4,[contrib/bz_webservice_demo.pl],1,1,1,0.0,1,0
4b060796419ff0beb29ea512c76ceb0612680c48,[process_bug.cgi],1,1,1,0.0,1,0
4a763a685c4853086743a1e5357f727e6bae8e3b,[template/en/default/bug/process/verify-new-product.html.tmpl],1,1,1,0.0,1,0
069f9bdcec8277cb4d25929335259c44be1f70f4,[email_in.pl],1,1,1,0.0,1,0
7dbcf793c07f0ad6c2e528eb63e7862d6a977ef1,[process_bug.cgi],1,1,1,0.0,1,0
20bc564f90f84334fdff1b89c75cb2bde323f194,"[bugzilla.dtd, template/en/default/bug/show.xml.tmpl]",2,2,2,0.8112781244591328,1,0
e99ccc5b1c6749128f2b0f4bd294d3109c2bf4e3,[process_bug.cgi],1,1,1,0.0,1,0
23f1508f31cbcf7c59f82020c4782abf1582fabc,[Bugzilla/User.pm],1,1,1,0.0,1,0
a397877d8c01484c7b6a283be16c34f316c55ca2,[skins/standard/dependency-tree.css],1,1,1,0.0,1,0
6da13fde68a73daa82022a61584426644e54ca05,[Bugzilla/User.pm],1,1,1,0.0,1,0
fcbde9593df17b8074718ee862b357b7609129e3,[Bugzilla/Config.pm],1,1,1,0.0,1,0
0e156a62f427afc49fbf5331b0d5ad6c36f420a7,[template/en/default/admin/fieldvalues/edit.html.tmpl],1,1,1,0.0,1,0
f681955e006044d0109d94db7e77610247c6baf7,[template/en/default/admin/milestones/created.html.tmpl],1,1,1,0.0,1,0
ee5874e43cc3820f31f11aade7e03eb458c25706,[template/en/default/global/code-error.html.tmpl],1,1,1,0.0,1,0
c0daed89f9138f83f1e88b51036aa739aeb5eee0,[template/en/default/admin/classifications/del.html.tmpl],1,1,1,0.0,1,0
762d296e427c2cc7020a55b492eb315257fc8379,[template/en/default/admin/fieldvalues/footer.html.tmpl],1,1,1,0.0,1,0
f5485c748f24381399a2e9c99172ae418d0b86cd,[template/en/default/admin/milestones/deleted.html.tmpl],1,1,1,0.0,1,0
559296b4451c2ac9fcb664be802d1889b506424b,[template/en/default/global/confirm-user-match.html.tmpl],1,1,1,0.0,1,0
88090bd2d2d50e9a579f92a7604caa231b48e84f,[template/en/default/admin/components/confirm-delete.html.tmpl],1,1,1,0.0,1,0
dc4b418238b4a1b8d25546864fcc328cc9ed65c1,[template/en/default/admin/milestones/create.html.tmpl],1,1,1,0.0,1,0
89fbcecc35ac21c31f510a185fb05d55a16c0edf,[template/en/default/admin/milestones/edit.html.tmpl],1,1,1,0.0,1,0
773a9b75b74769bd644ea1643ae3a1d52c4ceed1,[template/en/default/account/profile-activity.html.tmpl],1,1,1,0.0,1,0
7300dc19275b35db8db5941067b1105dc169b2ed,[template/en/default/admin/components/footer.html.tmpl],1,1,1,0.0,1,0
b0d74416395f5a66e2a3fd44aa5b1462f0a3b2a2,[template/en/default/admin/fieldvalues/list.html.tmpl],1,1,1,0.0,1,0
7c6cdb420269295ee8656922b4833bd8ee9788aa,[template/en/default/admin/milestones/footer.html.tmpl],1,1,1,0.0,1,0
de5b87015d8ade13e4ee077f4af7b34d72572300,[template/en/default/account/prefs/permissions.html.tmpl],1,1,1,0.0,1,0
3a4983be669a89094b929caf61af7b7f120312e0,[template/en/default/admin/components/updated.html.tmpl],1,1,1,0.0,1,0
ed2e2d8ba2d6514c9c8ecb525c750faf849fbce3,[template/en/default/admin/fieldvalues/select-field.html.tmpl],1,1,1,0.0,1,0
078186fcc61fee178dc959a8b28c651bf85bb03c,[template/en/default/pages/fields.html.tmpl],1,1,1,0.0,1,0
b3c1dc239698e67e35e97f14f10d27f1a3bfbfdc,[template/en/default/admin/fieldvalues/create.html.tmpl],1,1,1,0.0,1,0
3da97e970d36d1f3bbbe92702de7423499e1e10e,[template/en/default/admin/milestones/updated.html.tmpl],1,1,1,0.0,1,0
4a26ce0c5b4bdd4e746090261cb4b85905bf417b,[template/en/default/admin/fieldvalues/updated.html.tmpl],1,1,1,0.0,1,0
218456ce9ad18536b26e82ed1dcb9f47ca809d9b,"[chart.cgi, collectstats.pl, docs/xml/administration.xml, template/en/default/account/prefs/prefs.html.tmpl, template/en/default/search/search-advanced.html.tmpl, userprefs.cgi]",3,4,6,2.584962500721156,1,0
18608cebab7f5110726331569f7559b82366f9cd,[template/en/default/admin/fieldvalues/created.html.tmpl],1,1,1,0.0,1,0
03bd3f65f617717a24882c58f4a4d8189bb81140,[template/en/default/admin/products/groupcontrol/edit.html.tmpl],1,1,1,0.0,1,0
6216d7dd9c76fcd9a8215d69134dd8109358e52a,[template/en/default/admin/groups/edit.html.tmpl],1,1,1,0.0,1,0
5f88dde83d62b5632f77ef3ac2614355a25cef40,[template/en/default/bug/summarize-time.html.tmpl],1,1,1,0.0,1,0
17570d999ea378e9e94e1504c4af454b1eb91b50,[template/en/default/admin/fieldvalues/deleted.html.tmpl],1,1,1,0.0,1,0
0c983a7266fe3c9057ab956d6608dc7f0b5b9b66,[template/en/default/admin/products/confirm-delete.html.tmpl],1,1,1,0.0,1,0
c1321ccfb8d6ae9503d88c693ceaa9a0472a4121,[template/en/default/admin/products/list.html.tmpl],1,1,1,0.0,1,0
cdeb0e28f1933ec38676c2ce31c4da817c2b15d1,[template/en/default/admin/components/select-product.html.tmpl],1,1,1,0.0,1,0
0702eb6492ac19b80491e45c916da2dd7330f61c,[template/en/default/admin/milestones/select-product.html.tmpl],1,1,1,0.0,1,0
723ec9b91499287f788b375520679514f64cee06,[template/en/default/admin/products/footer.html.tmpl],1,1,1,0.0,1,0
8fe916e4c22ea1e9280f105b6c299f2ea9a815ac,[template/en/default/admin/products/list-classifications.html.tmpl],1,1,1,0.0,1,0
fca70d2019977a948686905d9d8bbdfe573f5e39,[template/en/default/admin/versions/create.html.tmpl],1,1,1,0.0,1,0
5e307090a8c1cca9d3f9f3f851f27426e2b5a9c4,[template/en/default/admin/versions/footer.html.tmpl],1,1,1,0.0,1,0
0d0ca9bc0c32a44efdf51028198e59b237a758b9,[template/en/default/attachment/confirm-delete.html.tmpl],1,1,1,0.0,1,0
771b2716be32c60346d374d51bf518764cc27aaf,[template/en/default/admin/products/updated.html.tmpl],1,1,1,0.0,1,0
6a356fef6ad4fb30e6dabf610273b9b573e601da,[template/en/default/admin/versions/created.html.tmpl],1,1,1,0.0,1,0
e2c4f57ea17f2ac971a5ff25d28d318edeb9e8a2,[template/en/default/admin/versions/list.html.tmpl],1,1,1,0.0,1,0
345eaf65e9321f162d9451cbf3dbac6d200e5d6e,[template/en/default/bug/process/verify-new-product.html.tmpl],1,1,1,0.0,1,0
a891093d733d62d27da8bb45ee001f01bcf31cb0,[template/en/default/admin/versions/confirm-delete.html.tmpl],1,1,1,0.0,1,0
67f0d22a2fd97fe7df9bc8ee15c8c73b520ebfdb,[template/en/default/admin/versions/deleted.html.tmpl],1,1,1,0.0,1,0
edfb4391d5cfd7f419d5621e25aa7a02d1eeac94,[template/en/default/admin/versions/select-product.html.tmpl],1,1,1,0.0,1,0
08fc9c445878256e166963aedf1a216313b5b23b,[template/en/default/reports/create-chart.html.tmpl],1,1,1,0.0,1,0
cd1daddd12f649abe06b0658eca3b1eab6558d78,[template/en/default/attachment/edit.html.tmpl],1,1,1,0.0,1,0
1a7394844849521ab72dd01067706c26722b14c3,[template/en/default/admin/versions/edit.html.tmpl],1,1,1,0.0,1,0
77a71586f7a6ac932fd6e1b244779d3511155138,[template/en/default/admin/versions/updated.html.tmpl],1,1,1,0.0,1,0
67ec3ab66154dee0943b18bc52b8178d770213a0,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
926b144bf34989be3bfefd922a0f3355915ebccf,[template/en/default/admin/milestones/list.html.tmpl],1,1,1,0.0,1,0
9366e99627f23f3c397128947433d9c7363d35a5,[enter_bug.cgi],1,1,1,0.0,1,0
ac7671d0b1fad018fa7a7b4ea5de2c062390a9dc,[importxml.pl],1,1,1,0.0,1,0
200991fad99261ed2be8427a57adaed69c9b958d,[importxml.pl],1,1,1,0.0,1,0
3aae42b3700e7ce77fb49c72efdb33eb57ff5e46,[template/en/default/attachment/choose.html.tmpl],1,1,1,0.0,1,0
ed06de9de3117f8894872495e973ff812212ff91,"[Bugzilla/Bug.pm, Bugzilla/BugMail.pm]",1,1,2,0.8112781244591328,1,0
20142906fb282908ff369b25b68d689dddb025a4,[importxml.pl],1,1,1,0.0,1,0
4be5eabd70f22b3127a85ae683c4284cf18dddf9,[enter_bug.cgi],1,1,1,0.0,1,0
6b6c8c06c64d25dca019d9270695da428e19c1cd,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
1b5aec426907bcece47e654b4ef8162f3064861c,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
b3e13e1e515c53877bc61b59b9bed1f975fc5cba,[testserver.pl],1,1,1,0.0,1,0
1942f8188c24fb8b88c1fe87ca42a0e79c02b752,[template/en/default/flag/list.html.tmpl],1,1,1,0.0,1,0
7c0b9e7f84e5f10adc9df3a2590eef6d266b673a,"[skins/standard/global.css, template/en/default/account/auth/login.html.tmpl, template/en/default/bug/create/confirm-create-dupe.html.tmpl, template/en/default/global/confirm-user-match.html.tmpl, template/en/default/global/hidden-fields.html.tmpl]",2,4,5,2.0043771622556528,1,0
ed9a4ec6581390899aa1591c6a98a1b1af61a24b,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
8a33252e3ac8d46230f3bf63eaef2b717900a878,[Bugzilla/Attachment.pm],1,1,1,0.0,1,0
439a070de35f114090203562571533eb3f91b78d,[importxml.pl],1,1,1,0.0,1,0
98079c9180649bbb11191f708ec755265c188924,"[skins/standard/global.css, template/en/default/attachment/list.html.tmpl]",2,2,2,0.7688468846002148,1,0
c751a9d8da14e4f6a4c3713e630dbc0912b9ab85,[Bugzilla/Search.pm],1,1,1,0.0,1,0
27b4f887d24f0a667a4aab83276e7c93cd726e10,[Bugzilla/Install/DB.pm],1,1,1,0.0,1,0
f34f4756f8f62ce26411109fd3eb577f579a3de4,[docs/rel_notes.txt],1,1,1,0.0,1,0
e7030bab0806220d6644073a5d91ec4620131f21,[attachment.cgi],1,1,1,0.0,1,0
f89fdca1b49a873b89e8955ce1553677455ecf60,"[template/en/default/attachment/list.html.tmpl, template/en/default/filterexceptions.pl]",1,2,2,0.29747224891928964,1,0
c9034c66fad4307cdeb4da5a4abba1a11987ab2c,[checksetup.pl],1,1,1,0.0,1,0
7c023b6859219c96960d4efe854fc8988cc22809,[Bugzilla/Update.pm],1,1,1,0.0,1,0
f87bbd11b4643e0364a655eaf895cad8589f844f,[docs/rel_notes.txt],1,1,1,0.0,1,0
cf44f00b56d29c994137d9830a595156cde1924e,[template/en/default/global/useful-links.html.tmpl],1,1,1,0.0,1,0
0ea9d8ff5e82ff74b5e7290c8151f1e2dc7843ed,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
1e1ee3dbb885e2d48afa9d15074ea7e2a9ae3c17,[docs/rel_notes.txt],1,1,1,0.0,1,0
1cc3ff72d6053060d9a237b1094e56b82a28a1bd,[template/en/default/list/list.atom.tmpl],1,1,1,0.0,1,0
3ff9c9a37a228ba3eeb67bf25968b52b8aaca04c,[template/en/default/bug/create/create.html.tmpl],1,1,1,0.0,1,0
90899754d914f468cafc0848e47dbf902eeef39b,[post_bug.cgi],1,1,1,0.0,1,0
1551e2372cb4f8027f1dcc82a47450c94a4c781e,[template/en/default/list/list.atom.tmpl],1,1,1,0.0,1,0
2cd9b2b1541cf14e0d16424e9966e8cb08d1822c,[template/en/default/list/list.atom.tmpl],1,1,1,0.0,1,0
05cfa8a57d82c6ee717f2b02a86148e4e6101b82,"[Bugzilla/Config.pm, docs/xml/Bugzilla-Guide.xml]",2,2,2,0.7219280948873623,0,0
d26bc5f16b26e6e28d1ce952f7f6fd2c36e88411,"[Bugzilla/WebService.pm, Bugzilla/WebService/Constants.pm, Bugzilla/WebService/User.pm, xmlrpc.cgi]",2,3,4,1.6203352658383443,1,0
e4d105240ca6ecb943d414bf2747979870bea2f7,[mod_perl.pl],1,1,1,0.0,1,0
dc970bf08994d0dd9de323fd578c430a1f3db2f8,[Bugzilla/Config.pm],1,1,1,0.0,0,0
ec3dc8958eb7c8c52807cfa8e71477b2998e481a,"[Bugzilla/Constants.pm, docs/xml/Bugzilla-Guide.xml]",2,2,2,0.8112781244591328,0,0
0bcc983f85371e05099cfc8a496bec74da09093a,[template/en/default/bug/process/header.html.tmpl],1,1,1,0.0,1,0
7ecbfed6c9e23af13abdedaa01414e860ac4fe4e,[Bugzilla/DB/Mysql.pm],1,1,1,0.0,1,0
2491f22f18db7181d253ea85e5ccb423f0cded93,[Bugzilla/Constants.pm],1,1,1,0.0,0,0
65f7761758be7beb8db8728828ec08a4ce38712c,"[Bugzilla/Config.pm, docs/xml/Bugzilla-Guide.xml]",2,2,2,0.7219280948873623,0,0
e4ec2589ba499568ebb1c548690f2f3907148369,[Bugzilla/WebService/Product.pm],1,1,1,0.0,1,0
b15ceff353b02a76a9f2076eb699818669ff0ed2,[Bugzilla/Config.pm],1,1,1,0.0,0,0
31d86bb1bf64adba6d20fd9389dcedd30fd7bb84,"[Bugzilla/Attachment.pm, Bugzilla/Flag.pm, post_bug.cgi]",2,2,3,0.48217919020227284,1,0
e0f4e652619de64f3d16463a5f6ff053dafa1581,[importxml.pl],1,1,1,0.0,1,0
5d158911752d6135900efc160569fa2d8afcb076,[Bugzilla/Mailer.pm],1,1,1,0.0,1,0
df4dade550d26c7859e0f1ca457c040d65c3e533,"[Bugzilla/BugMail.pm, Bugzilla/User.pm]",1,1,2,0.4689955935892812,1,0
2c606d52520d89f67ab4baa634917d27b84de209,[importxml.pl],1,1,1,0.0,1,0
fe5d878c6b586b52de925c35dcb3955448e4308e,[importxml.pl],1,1,1,0.0,1,0
ef1b59313347dd8e2b117ebf55520dba7e37d885,[t/Support/Files.pm],1,1,1,0.0,1,0
6746f1d0ed53d24a60db6f981c030c6a5dd505b3,[template/en/default/attachment/edit.html.tmpl],1,1,1,0.0,1,0
cbd72dff8696ab1ec64a6b0c31e982d2b3a8df3e,"[testagent.cgi, testserver.pl]",1,1,2,0.9182958340544894,1,0
770ba88b650c91c6ed13878812096df15acc470f,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
121badd2da4e4f4528d29948dd8ca6d44eddfe8e,[importxml.pl],1,1,1,0.0,1,0
33927a1f34e779407a0cc1c0ec28506910a893f5,[docs/xml/using.xml],1,1,1,0.0,1,0
8d3addb3bf7dd8ee3abf634374cfa9815d791e4e,[template/en/default/bug/create/comment-guided.txt.tmpl],1,1,1,0.0,1,0
be11b7c3a55ba11c683d1e813fb0c4a1be0ae70d,"[template/en/default/search/search-advanced.html.tmpl, template/en/default/search/search-specific.html.tmpl]",1,1,2,1.0,1,0
af4a1da543834c65047f6ac17183595ea7c4dbe6,[docs/xml/using.xml],1,1,1,0.0,1,0
86488b6e708854491910e03f2d2ddd189df0f025,"[template/en/default/filterexceptions.pl, template/en/default/global/header.html.tmpl, template/en/default/global/per-bug-queries.html.tmpl, template/en/default/global/useful-links.html.tmpl]",1,2,4,1.1964671698176357,1,0
25f6509fe6d2e3adea4cb2ead7265e3a2d1536b7,"[buglist.cgi, template/en/default/list/list.ics.tmpl]",2,2,2,0.9182958340544894,1,0
e84db18daa0fb77edd6bcf538c5891b29ca399b6,[docs/xml/using.xml],1,1,1,0.0,1,0
2f97f350c6548ea2cec674659f9034d146b99eb3,[template/en/default/bug/knob.html.tmpl],1,1,1,0.0,1,0
f0019dc5379b45d282220ff1cf3e55b073b74ff8,[docs/xml/using.xml],1,1,1,0.0,1,0
4e08cce81f8e821735c1b2e6f2136e7e050090f0,[docs/xml/using.xml],1,1,1,0.0,1,0
b46d782a67e090696ff2f9aabcecddfa555d2480,[docs/xml/using.xml],1,1,1,0.0,1,0
630afd1a41c1fb1ba2533d3c19a39fc3b4badc42,[docs/xml/using.xml],1,1,1,0.0,1,0
454c10fa2fa663bf0860484e384ab10a322d3f63,[Bugzilla/Chart.pm],1,1,1,0.0,1,0
da04a6039076e6fa40be3d86b2bba2050c60ef6b,[docs/xml/using.xml],1,1,1,0.0,1,0
fa306daf3295b6ce67d3b3657259ee265f10a605,"[Bugzilla/Template.pm, docs/rel_notes.txt, skins/standard/release-notes.css, t/009bugwords.t, template/en/default/index.html.tmpl, template/en/default/pages/release-notes.html.tmpl]",5,6,6,0.598497445107411,1,0
23be26e5492a514db3e3b9a8ec4888a3b96c7805,[docs/xml/using.xml],1,1,1,0.0,1,0
effbef93e2989f9d9609dbd89afd67c5c04965df,[template/en/default/search/form.html.tmpl],1,1,1,0.0,1,0
bc84c5a4f99c70556beac98b505c12b7c9a5c484,"[Bugzilla/Flag.pm, template/en/default/global/code-error.html.tmpl]",2,2,2,0.7793498372920851,1,0
b705df322c8d1f703c1d97c96eac1a8dc9053d11,"[Bugzilla/Install/Requirements.pm, docs/xml/installation.xml, docs/xml/modules.xml]",2,2,3,1.4984757492384129,1,0
daab1c948f5c6b3740bb14ba60419c1ed2f2ab84,"[Bugzilla/Constants.pm, docs/xml/Bugzilla-Guide.xml]",2,2,2,0.8112781244591328,0,0
e0318906110e5c22a7ff822fb9df082672c89832,[Bugzilla/Flag.pm],1,1,1,0.0,1,0
3e0499c3f9123231dace185b651e59af65176d7d,[mod_perl.pl],1,1,1,0.0,1,0
1a0c2b4fa851c4f70d565d2d4797167a17839f43,[Bugzilla/Chart.pm],1,1,1,0.0,1,0
ca2b99c042e0bc18880a157843302624034cb864,[template/en/default/pages/release-notes.html.tmpl],1,1,1,0.0,1,0
c1cec45127bc314a34eca12da2fce5d86710249c,[Bugzilla/Version.pm],1,1,1,0.0,1,0
3c316ee08fc77a44a34dfdd08dad876dec611feb,"[Bugzilla/Constants.pm, docs/xml/Bugzilla-Guide.xml]",2,2,2,0.9182958340544894,0,0
79dd481670c0a1d3862062121a8ed9190f4a0edb,"[buglist.cgi, template/en/default/list/list.atom.tmpl]",2,2,2,0.5509844433017146,1,0
6e5282703a091f86f80bb98ad8dea08fb160d3db,[template/en/default/pages/release-notes.html.tmpl],1,1,1,0.0,1,0
e4bb080df93feb9751079a931f10b25cd8f66961,"[buglist.cgi, template/en/default/search/search-specific.html.tmpl]",2,2,2,0.9852281360342515,1,0
